Type	Factor	Iter	Obj	Obj.diff	Max.chg
backfit	10	8	6265192.52722374	54.5948396427557	-0.00224793851353036
backfit	11	8	6265226.54189924	34.0146755026653	0.00133517547375783
backfit	12	8	6265459.60550653	233.063607287593	-0.00250414149681698
backfit	13	8	6265510.37785193	50.7723453957587	-0.00137413348434621
backfit	14	8	6265545.68990759	35.3120556604117	0.00205258096707636
backfit	15	8	6265596.63405542	50.9441478298977	-0.00199247747372892
backfit	16	8	6265644.76232893	48.1282735178247	0.00204387534234469
backfit	17	8	6265734.86256828	90.1002393476665	-0.002389418372013
backfit	18	8	6265784.49953412	49.6369658363983	0.00351923148823619
backfit	19	8	6265836.03265462	51.5331205017865	-0.00550930715048986
backfit	20	8	6265904.1099023	68.0772476838902	0.00340510468258509
backfit	21	8	6266076.69783912	172.587936814874	0.00400461585640576
backfit	22	8	6266108.51124238	31.8134032581002	0.00299779630742422
backfit	23	8	6266121.983708	13.4724656250328	0.0024139822352318
backfit	24	8	6266173.60068675	51.6169787468389	-0.00255220105747653
backfit	25	8	6266186.13949344	12.5388066945598	-0.00176305248589543
backfit	26	8	6266343.99113356	157.851640116423	-0.00749494541224605
backfit	27	8	6266357.93730344	13.9461698792875	0.00205325291590341
backfit	28	8	6266382.91542113	24.9781176876277	0.00253321382187586
backfit	29	8	6266433.88140249	50.9659813595936	0.00559291374960643
backfit	30	8	6266447.18115531	13.2997528193519	-0.00322629328419141
backfit	31	8	6266480.81292563	33.6317703220993	0.00356504148205374
backfit	32	8	6266491.43738374	10.6244581136853	-0.00250058650799736
backfit	33	8	6266511.27803816	19.8406544188038	-0.0035076968776915
backfit	34	8	6266529.17153064	17.8934924816713	0.00294694429032181
backfit	35	8	6266547.65889705	18.4873664053157	-0.00474458170291947
backfit	36	8	6266557.8961861	10.2372890496626	0.003604497108995
backfit	37	8	6266577.90267397	20.0064878761768	-0.00376164728045544
backfit	38	8	6266597.91539288	20.0127189029008	-0.00350971304015594
backfit	39	8	6266611.59720381	13.6818109378219	0.00391329671009324
backfit	40	8	6266659.18575197	47.5885481555015	-0.00600261904809628
backfit	41	8	6266679.0054369	19.8196849320084	-0.00393441581834479
backfit	42	8	6266685.37980775	6.37437084596604	-0.00334592260822258
backfit	43	8	6266692.21040923	6.83060147892684	-0.00293602651194981
backfit	44	8	6266702.73073049	10.5203212685883	0.00351286784001206
backfit	45	8	6266716.71482822	13.9840977229178	-0.00473694131627259
backfit	46	8	6266727.76827424	11.0534460218623	-0.00354962448102641
backfit	47	8	6266747.94099558	20.1727213421836	0.00562250730316705
backfit	48	8	6266761.37447018	13.4334745965898	-0.00427264087652472
backfit	49	8	6266775.7210493	14.3465791186318	-0.00411049125669576
backfit	50	8	6266788.47437165	12.7533223545179	-0.00398398350479478
backfit	1	9	6266859.94294784	71.4685761872679	5.12848709683829e-05
backfit	2	9	6266898.22628196	38.2833341192454	0.000237069673366949
backfit	3	9	6267073.64335658	175.41707462538	-0.000889264015317066
backfit	4	9	6267116.49994934	42.8565927520394	0.00061246369548358
backfit	5	9	6267166.42920577	49.9292564382777	-0.00067231366108089
backfit	6	9	6267279.47570127	113.046495493501	-0.00151068409966858
backfit	7	9	6267322.95751863	43.4818173665553	-0.000832312810028206
backfit	8	9	6267396.87320515	73.9156865207478	-0.00156485407141738
backfit	9	9	6267427.15497753	30.2817723760381	-0.00132206707365601
backfit	10	9	6267479.37176411	52.2167865829542	-0.00215723381211358
backfit	11	9	6267510.17016316	30.7983990516514	0.00117353804834763
backfit	12	9	6267741.59422412	231.424060957506	0.00272253490714586
backfit	13	9	6267788.36902561	46.7748014843091	0.00137518110290125
backfit	14	9	6267821.87563516	33.5066095553339	0.00194731329351072
backfit	15	9	6267871.71537938	49.8397442167625	0.00214889105004142
